ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
972,4284,4051570,6212,4051570
972,4284,4051800,6212,4051800
972,4284,4052610,6212,4052610
972,4284,4052610,6212,4052610
972,4284,4053610,6212,4053610
972,4284,4053610,6212,4053610
972,4284,4054610,6212,4054610
972,4284,4055080,6212,4055080
972,4284,4055550,6212,4055550
973,4292,4063550,6212,4063550
973,4292,4064550,6212,4064550
974,4300,4065550,6212,4065550
974,4300,4065550,6212,4065550
974,4300,4066020,6212,4066020
974,4300,4067020,6212,4067020
974,4300,4068020,6212,4068020
974,4300,4068490,6212,4068490
974,4300,4069490,6212,4069490
974,4300,4070300,6212,4070300
974,4300,4070950,6212,4070950
974,4300,4071950,6212,4071950
974,4300,4071950,6212,4071950
975,4308,4075950,6212,4075950
975,4308,4076180,6212,4076180
975,4308,4076990,6212,4076990
975,4308,4077800,6212,4077800
975,4308,4078800,6212,4078800
975,4308,4079450,6212,4079450
975,4308,4079450,6212,4079450
975,4308,4080450,6212,4080450
975,4308,4080450,6212,4080450
975,4308,4080450,6212,4080450
976,4316,4081450,6212,4081450
976,4316,4081680,6212,4081680
976,4316,4082490,6212,4082490
976,4316,4083490,6212,4083490
976,4316,4084490,6212,4084490
976,4316,4085300,6212,4085300
976,4316,4086110,6212,4086110
976,4316,4087110,6212,4087110
976,4316,4087580,6212,4087580
977,4324,4088580,6212,4088580
977,4324,4089580,6212,4089580
977,4324,4090580,6212,4090580
977,4324,4091580,6212,4091580
977,4324,4092580,6212,4092580
977,4324,4093580,6212,4093580
978,4332,4101580,6212,4101580
978,4332,4101580,6212,4101580
978,4332,4101580,6212,4101580
978,4332,4102580,6212,4102580
978,4332,4102740,6212,4102740
979,4340,4106740,6212,4106740
979,4340,4107550,6212,4107550
979,4340,4108550,6212,4108550
979,4340,4109200,6212,4109200
980,4348,4117200,6212,4117200
980,4348,4118200,6212,4118200
980,4348,4119200,6212,4119200
980,4348,4119200,6212,4119200
981,4356,4120200,6212,4120200
981,4356,4120430,6212,4120430
981,4356,4120900,6212,4120900
981,4356,4121900,6212,4121900
981,4356,4122900,6212,4122900
981,4356,4123900,6212,4123900
981,4356,4124900,6212,4124900
981,4356,4125450,6212,4125450
981,4356,4125920,6212,4125920
981,4356,4125920,6212,4125920
981,4356,4126390,6212,4126390
981,4356,4126860,6212,4126860
982,4364,4134860,6212,4134860
983,4372,4142860,6212,4142860
984,4380,4143860,6212,4143860
984,4380,4144860,6212,4144860
984,4380,4146860,6212,4146860
985,4388,4154860,6212,4154860
986,4396,4162860,6212,4162860
986,4396,4163860,6212,4163860
986,4396,4164860,6212,4164860
986,4396,4165860,6212,4165860
987,4404,4166860,6212,4166860
987,4404,4167860,6212,4167860
987,4404,4168860,6212,4168860
988,4412,4176860,6212,4176860
988,4412,4177860,6212,4177860
988,4412,4178860,6212,4178860
988,4412,4179860,6212,4179860
988,4412,4180860,6212,4180860
988,4412,4181860,6212,4181860
988,4412,4182670,6212,4182670
989,4420,4183670,6212,4183670
989,4420,4184670,6212,4184670
989,4420,4185480,6212,4185480
989,4420,4185950,6212,4185950
989,4420,4185950,6212,4185950
989,4420,4186760,6212,4186760
989,4420,4187760,6212,4187760
989,4420,4187760,6212,4187760
989,4420,4187760,6212,4187760
989,4420,4188760,6212,4188760
989,4420,4189230,6212,4189230
989,4420,4189700,6212,4189700
989,4420,4190700,6212,4190700
990,4428,4191700,6212,4191700
990,4428,4193700,6212,4193700
990,4428,4194170,6212,4194170
990,4428,4194640,6212,4194640
990,4428,4195640,6212,4195640
990,4428,4195870,6212,4195870
990,4428,4196870,6212,4196870
990,4428,4197870,6212,4197870
991,4436,4198870,6212,4198870
991,4436,4199870,6212,4199870
991,4436,4200870,6212,4200870
991,4436,4201240,6212,4201240
991,4436,4201240,6212,4201240
991,4436,4202050,6212,4202050
991,4436,4202520,6212,4202520
991,4436,4202840,6212,4202840
991,4436,4203840,6212,4203840
991,4436,4204490,6212,4204490
991,4436,4204810,6212,4204810
992,4444,4205810,6212,4205810
992,4444,4205970,6212,4205970
992,4444,4206970,6212,4206970
992,4444,4207970,6212,4207970
992,4444,4208970,6212,4208970
992,4444,4209780,6212,4209780
992,4444,4210250,6212,4210250
992,4444,4211250,6212,4211250
993,4452,4219250,6212,4219250
993,4452,4219480,6212,4219480
994,4460,4227480,6212,4227480
994,4460,4228480,6212,4228480
994,4460,4229070,6212,4229070
994,4460,4229210,6212,4229210
995,4468,4230210,6212,4230210
995,4468,4231020,6212,4231020
995,4468,4231830,6212,4231830
995,4468,4232830,6212,4232830
995,4468,4233830,6212,4233830
996,4476,4241830,6212,4241830
996,4476,4242830,6212,4242830
996,4476,4243830,6212,4243830
996,4476,4244830,6212,4244830
996,4476,4245300,6212,4245300
996,4476,4245770,6212,4245770
997,4484,4246770,6212,4246770
997,4484,4247580,6212,4247580
998,4492,4255580,6212,4255580
998,4492,4256390,6212,4256390
998,4492,4256390,6212,4256390
999,4500,4264390,6212,4264390
1000,4508,4272390,6212,4272390
1000,4508,4273200,6212,4273200
1000,4508,4274200,6212,4274200
1000,4508,4275200,6212,4275200
1001,4516,4283200,6212,4283200
1001,4516,4283200,6212,4283200
1001,4516,4283200,6212,4283200
1001,4516,4284200,6212,4284200
1001,4516,4285010,6212,4285010
1002,4524,4285820,6212,4285820
1002,4524,4286140,6212,4286140
1002,4524,4287140,6212,4287140
1002,4524,4288140,6212,4288140
1002,4524,4288610,6212,4288610
1002,4524,4288610,6212,4288610
1002,4524,4289080,6212,4289080
1002,4524,4290080,6212,4290080
1002,4524,4291080,6212,4291080
1002,4524,4291080,6212,4291080
1002,4524,4291310,6212,4291310
1002,4524,4291860,6212,4291860
1003,4532,4292860,6212,4292860
1003,4532,4293330,6212,4293330
1003,4532,4293880,6212,4293880
1003,4532,4294880,6212,4294880
1003,4532,4294880,6212,4294880
1003,4532,4295880,6212,4295880
1003,4532,4296110,6212,4296110
1003,4532,4296580,6212,4296580
1003,4532,4297050,6212,4297050
1003,4532,4297510,6212,4297510
1003,4532,4298510,6212,4298510
1003,4532,4298980,6212,4298980
1004,4540,4299980,6212,4299980
1004,4540,4300980,6212,4300980
1004,4540,4301790,6212,4301790
1004,4540,4302790,6212,4302790
1004,4540,4303790,6212,4303790
1004,4540,4304260,6212,4304260
1004,4540,4305260,6212,4305260
1004,4540,4306260,6212,4306260
1004,4540,4306850,6212,4306850
1004,4540,4306850,6212,4306850
1004,4540,4307170,6212,4307170
1004,4540,4307170,6212,4307170
1005,4548,4309170,6212,4309170
1005,4548,4309980,6212,4309980
1005,4548,4310980,6212,4310980
1005,4548,4311790,6212,4311790
1005,4548,4312790,6212,4312790
1006,4556,4320790,6212,4320790
1006,4556,4320790,6212,4320790
1006,4556,4320790,6212,4320790
1006,4556,4321600,6212,4321600
1006,4556,4322600,6212,4322600
1007,4564,4323600,6212,4323600
1007,4564,4324600,6212,4324600
1007,4564,4325070,6212,4325070
1007,4564,4326070,6212,4326070
1007,4564,4326070,6212,4326070
1007,4564,4326540,6212,4326540
1007,4564,4326760,6212,4326760
1007,4564,4327230,6212,4327230
1007,4564,4328230,6212,4328230
1007,4564,4328690,6212,4328690
1008,4572,4329690,6212,4329690
1008,4572,4333690,6212,4333690
1008,4572,4334010,6212,4334010
1008,4572,4335010,6212,4335010
1008,4572,4336010,6212,4336010
1008,4572,4336010,6212,4336010
1008,4572,4336010,6212,4336010
1008,4572,4336010,6212,4336010
1008,4572,4336820,6212,4336820
1008,4572,4337820,6212,4337820
1009,4580,4338820,6212,4338820
1009,4580,4339140,6212,4339140
1009,4580,4339140,6212,4339140
1009,4580,4340140,6212,4340140
1009,4580,4341140,6212,4341140
1010,4588,4349140,6212,4349140
1010,4588,4349140,6212,4349140
1010,4588,4350140,6212,4350140
1010,4588,4350610,6212,4350610
1010,4588,4351610,6212,4351610
1010,4588,4352080,6212,4352080
1011,4596,4356080,6212,4356080
1011,4596,4357080,6212,4357080
1011,4596,4358080,6212,4358080
1011,4596,4358400,6212,4358400
1012,4604,4359400,6212,4359400
1012,4604,4360400,6212,4360400
1012,4604,4362400,6212,4362400
1013,4612,4363400,6212,4363400
1013,4612,4364400,6212,4364400
1013,4612,4365400,6212,4365400
1013,4612,4366400,6212,4366400
1013,4612,4366400,6212,4366400
1013,4612,4367400,6212,4367400
1013,4612,4367400,6212,4367400
1013,4612,4368400,6212,4368400
1013,4612,4369400,6212,4369400
1013,4612,4370210,6212,4370210
1013,4612,4370530,6212,4370530
1013,4612,4371530,6212,4371530
1013,4612,4372000,6212,4372000
1013,4612,4372000,6212,4372000
1014,4620,4373000,6212,4373000
1014,4620,4377000,6212,4377000
1014,4620,4378000,6212,4378000
1014,4620,4378810,6212,4378810
1014,4620,4379810,6212,4379810
1014,4620,4380810,6212,4380810
1015,4628,4381620,6212,4381620
1015,4628,4381620,6212,4381620
1016,4636,4389620,6212,4389620
1016,4636,4390620,6212,4390620
1016,4636,4391090,6212,4391090
1016,4636,4391090,6212,4391090
1016,4636,4392090,6212,4392090
1016,4636,4392900,6212,4392900
1016,4636,4393900,6212,4393900
1016,4636,4394710,6212,4394710
1016,4636,4395710,6212,4395710
1016,4636,4396030,6212,4396030
1016,4636,4397030,6212,4397030
1017,4644,4398030,6212,4398030
1017,4644,4398500,6212,4398500
1017,4644,4399500,6212,4399500
1017,4644,4400310,6212,4400310
1017,4644,4401310,6212,4401310
1017,4644,4401310,6212,4401310
1017,4644,4402120,6212,4402120
1017,4644,4403120,6212,4403120
1018,4652,4411120,6212,4411120
1018,4652,4411440,6212,4411440
1018,4652,4411440,6212,4411440
1018,4652,4411600,6212,4411600
1018,4652,4412410,6212,4412410
1019,4660,4413410,6212,4413410
1019,4660,4414410,6212,4414410
1019,4660,4415410,6212,4415410
1019,4660,4416410,6212,4416410
1019,4660,4417220,6212,4417220
1019,4660,4417690,6212,4417690
1019,4660,4417690,6212,4417690
1019,4660,4418690,6212,4418690
1019,4660,4419690,6212,4419690
1019,4660,4419690,6212,4419690
1019,4660,4419690,6212,4419690
1019,4660,4419690,6212,4419690
1019,4660,4420690,6212,4420690
1020,4668,4421690,6212,4421690
1020,4668,4422500,6212,4422500
1020,4668,4422500,6212,4422500
1020,4668,4423500,6212,4423500
1020,4668,4424500,6212,4424500
1020,4668,4424960,6212,4424960
1020,4668,4424960,6212,4424960
1020,4668,4425070,6212,4425070
1020,4668,4426070,6212,4426070
1020,4668,4427070,6212,4427070
1020,4668,4427070,6212,4427070
1020,4668,4427070,6212,4427070
1020,4668,4428070,6212,4428070
1020,4668,4428290,6212,4428290
1021,4676,4428770,6212,4428770
1021,4676,4429000,6212,4429000
1021,4676,4429320,6212,4429320
1021,4676,4430130,6212,4430130
1021,4676,4431130,6212,4431130
1021,4676,4435130,6212,4435130
1021,4676,4436130,6212,4436130
1021,4676,4436130,6212,4436130
1022,4684,4437130,6212,4437130
1022,4684,4438130,6212,4438130
1022,4684,4439130,6212,4439130
1022,4684,4439130,6212,4439130
1022,4684,4439940,6212,4439940
1022,4684,4439940,6212,4439940
1022,4684,4440940,6212,4440940
1022,4684,4441940,6212,4441940
1022,4684,4443940,6212,4443940
1023,4692,4444260,6212,4444260
1023,4692,4444730,6212,4444730
1023,4692,4445730,6212,4445730
1023,4692,4446730,6212,4446730
1023,4692,4447730,6212,4447730
1023,4692,4448730,6212,4448730
1023,4692,4449730,6212,4449730
1023,4692,4450730,6212,4450730
1023,4692,4451730,6212,4451730
1024,4700,4452730,6212,4452730
1024,4700,4453540,6212,4453540
1024,4700,4454540,6212,4454540
1024,4700,4455010,6212,4455010
1024,4700,4456010,6212,4456010
1025,4708,4460010,6212,4460010
1025,4708,4460820,6212,4460820
1025,4708,4461820,6212,4461820
1025,4708,4462820,6212,4462820
1025,4708,4463820,6212,4463820
1025,4708,4464630,6212,4464630
1025,4708,4464630,6212,4464630
1025,4708,4465090,6212,4465090
1025,4708,4465900,6212,4465900
1025,4708,4466900,6212,4466900
1026,4716,4467900,6212,4467900
1026,4716,4468900,6212,4468900
1026,4716,4470900,6212,4470900
1026,4716,4471900,6212,4471900
1026,4716,4472900,6212,4472900
1026,4716,4473900,6212,4473900
1026,4716,4474900,6212,4474900
1027,4724,4475900,6212,4475900
1027,4724,4476900,6212,4476900
1027,4724,4477370,6212,4477370
1027,4724,4477840,6212,4477840
1027,4724,4478840,6212,4478840
1027,4724,4479840,6212,4479840
1028,4732,4483840,6212,4483840
1028,4732,4484310,6212,4484310
1028,4732,4485310,6212,4485310
1029,4740,4493310,6212,4493310
1029,4740,4494310,6212,4494310
1030,4748,4495310,6212,4495310
1030,4748,4496120,6212,4496120
1030,4748,4496930,6212,4496930
1031,4756,4504930,6212,4504930
1031,4756,4504930,6212,4504930
1031,4756,4504930,6212,4504930
1031,4756,4505250,6212,4505250
1032,4764,4513250,6212,4513250
1032,4764,4514060,6212,4514060
1032,4764,4514650,6212,4514650
1032,4764,4515650,6212,4515650
1032,4764,4516650,6212,4516650
1032,4764,4517650,6212,4517650
1032,4764,4518650,6212,4518650
1032,4764,4519460,6212,4519460
1033,4772,4520460,6212,4520460
1033,4772,4521460,6212,4521460
1033,4772,4522460,6212,4522460
1033,4772,4523460,6212,4523460
1033,4772,4523690,6212,4523690
1033,4772,4524160,6212,4524160
1033,4772,4525160,6212,4525160
1033,4772,4525970,6212,4525970
1033,4772,4526970,6212,4526970
1034,4780,4527970,6212,4527970
1034,4780,4528970,6212,4528970
1034,4780,4528970,6212,4528970
1034,4780,4529440,6212,4529440
1034,4780,4530250,6212,4530250
1034,4780,4531250,6212,4531250
1034,4780,4532250,6212,4532250
1034,4780,4532900,6212,4532900
1034,4780,4532900,6212,4532900
1034,4780,4533370,6212,4533370
1034,4780,4534370,6212,4534370
1035,4788,4535370,6212,4535370
1035,4788,4535370,6212,4535370
1035,4788,4536370,6212,4536370
1035,4788,4537370,6212,4537370
1035,4788,4537370,6212,4537370
1035,4788,4538180,6212,4538180
1036,4796,4546180,6212,4546180
1036,4796,4547180,6212,4547180
1036,4796,4547180,6212,4547180
1036,4796,4547990,6212,4547990
1036,4796,4548800,6212,4548800
1036,4796,4549800,6212,4549800
1037,4804,4550800,6212,4550800
1037,4804,4552800,6212,4552800
1037,4804,4553270,6212,4553270
1037,4804,4554270,6212,4554270
1037,4804,4554500,6212,4554500
1038,4812,4562500,6212,4562500
1038,4812,4563500,6212,4563500
1038,4812,4563500,6212,4563500
1038,4812,4564500,6212,4564500
1038,4812,4565500,6212,4565500
1038,4812,4565500,6212,4565500
1038,4812,4566500,6212,4566500
1039,4820,4567500,6212,4567500
1039,4820,4567500,6212,4567500
1039,4820,4567970,6212,4567970
1039,4820,4568620,6212,4568620
1039,4820,4569430,6212,4569430
1039,4820,4569430,6212,4569430
1039,4820,4569430,6212,4569430
1039,4820,4569660,6212,4569660
1039,4820,4570660,6212,4570660
1039,4820,4571660,6212,4571660
1039,4820,4572660,6212,4572660
1039,4820,4572660,6212,4572660
1039,4820,4573250,6212,4573250
1039,4820,4573250,6212,4573250
1040,4828,4574250,6212,4574250
1040,4828,4575250,6212,4575250
1041,4836,4583250,6212,4583250
1041,4836,4583250,6212,4583250
1041,4836,4583570,6212,4583570
1042,4844,4591570,6212,4591570
1042,4844,4592570,6212,4592570
1042,4844,4593570,6212,4593570
1042,4844,4594570,6212,4594570
1042,4844,4595570,6212,4595570
1043,4852,4597570,6212,4597570
1043,4852,4598570,6212,4598570
1043,4852,4599570,6212,4599570
1043,4852,4599570,6212,4599570
1043,4852,4600570,6212,4600570
1043,4852,4601380,6212,4601380
1043,4852,4601380,6212,4601380
1043,4852,4601380,6212,4601380
1043,4852,4602380,6212,4602380
1043,4852,4603190,6212,4603190
1043,4852,4604000,6212,4604000
1044,4860,4605000,6212,4605000
1044,4860,4605460,6212,4605460
1044,4860,4605920,6212,4605920
1044,4860,4606390,6212,4606390
1044,4860,4607390,6212,4607390
1044,4860,4607390,6212,4607390
1044,4860,4608200,6212,4608200
1045,4868,4612200,6212,4612200
1045,4868,4613010,6212,4613010
1045,4868,4614010,6212,4614010
1045,4868,4614480,6212,4614480
1045,4868,4615290,6212,4615290
1045,4868,4616290,6212,4616290
1045,4868,4616450,6212,4616450
1046,4876,4624450,6212,4624450
1047,4884,4626450,6212,4626450
1048,4892,4634450,6212,4634450
1048,4892,4635450,6212,4635450
1048,4892,4636450,6212,4636450
1048,4892,4637450,6212,4637450
1048,4892,4637770,6212,4637770
1048,4892,4637770,6212,4637770
1048,4892,4638770,6212,4638770
1048,4892,4639770,6212,4639770
1048,4892,4640580,6212,4640580
1048,4892,4641580,6212,4641580
1048,4892,4642580,6212,4642580
1049,4900,4643580,6212,4643580
1049,4900,4644580,6212,4644580
1049,4900,4645050,6212,4645050
1049,4900,4645860,6212,4645860
1049,4900,4646860,6212,4646860
1049,4900,4647670,6212,4647670
1049,4900,4648670,6212,4648670
1050,4908,4652670,6212,4652670
1051,4916,4660670,6212,4660670
1052,4924,4668670,6212,4668670
1052,4924,4668670,6212,4668670
1052,4924,4669670,6212,4669670
1052,4924,4670670,6212,4670670
1052,4924,4671670,6212,4671670
1052,4924,4671670,6212,4671670
1052,4924,4672140,6212,4672140
1052,4924,4673140,6212,4673140
1052,4924,4673140,6212,4673140
1052,4924,4674140,6212,4674140
1053,4932,4675140,6212,4675140
1053,4932,4676140,6212,4676140
1053,4932,4677140,6212,4677140
1053,4932,4678140,6212,4678140
1053,4932,4678950,6212,4678950
1053,4932,4679430,6212,4679430
1053,4932,4679900,6212,4679900
1053,4932,4681900,6212,4681900
1053,4932,4681900,6212,4681900
1054,4940,4682710,6212,4682710
1054,4940,4683710,6212,4683710
1054,4940,4684710,6212,4684710
1054,4940,4684710,6212,4684710
1055,4948,4692710,6212,4692710
1056,4956,4700710,6212,4700710
1056,4956,4701710,6212,4701710
1056,4956,4701710,6212,4701710
1056,4956,4701710,6212,4701710
1057,4964,4709710,6212,4709710
1057,4964,4710710,6212,4710710
1057,4964,4710710,6212,4710710
1057,4964,4711710,6212,4711710
1057,4964,4712710,6212,4712710
1057,4964,4713520,6212,4713520
1058,4972,4714330,6212,4714330
1058,4972,4715330,6212,4715330
1059,4980,4723330,6212,4723330
1059,4980,4724330,6212,4724330
1059,4980,4725330,6212,4725330
1059,4980,4726330,6212,4726330
1059,4980,4726770,6212,4726770
1059,4980,4727580,6212,4727580
1059,4980,4728580,6212,4728580
1060,4988,4729580,6212,4729580
1060,4988,4730050,6212,4730050
1060,4988,4730520,6212,4730520
1060,4988,4731520,6212,4731520
1060,4988,4733520,6212,4733520
1060,4988,4733520,6212,4733520
1060,4988,4734330,6212,4734330
1060,4988,4735140,6212,4735140
1060,4988,4736140,6212,4736140
1061,4996,4737140,6212,4737140
1061,4996,4737790,6212,4737790
1061,4996,4738790,6212,4738790
1061,4996,4739790,6212,4739790
1061,4996,4741790,6212,4741790
1061,4996,4741790,6212,4741790
1061,4996,4742010,6212,4742010
1062,5004,4750010,6212,4750010
1062,5004,4750660,6212,4750660
1063,5012,4758660,6212,4758660
1063,5012,4759130,6212,4759130
1063,5012,4759130,6212,4759130
1063,5012,4759360,6212,4759360
1063,5012,4759590,6212,4759590
1064,5020,4760590,6212,4760590
1064,5020,4761590,6212,4761590
1064,5020,4762400,6212,4762400
1064,5020,4764400,6212,4764400
1064,5020,4765400,6212,4765400
1064,5020,4766400,6212,4766400
1064,5020,4767210,6212,4767210
1064,5020,4768210,6212,4768210
1065,5028,4769210,6212,4769210
1065,5028,4770210,6212,4770210
1065,5028,4770530,6212,4770530
1065,5028,4771530,6212,4771530
1065,5028,4772530,6212,4772530
1065,5028,4773530,6212,4773530
1066,5036,4775530,6212,4775530
1066,5036,4776530,6212,4776530
1066,5036,4777530,6212,4777530
1066,5036,4777530,6212,4777530
1066,5036,4777530,6212,4777530
1067,5044,4785530,6212,4785530
1067,5044,4786000,6212,4786000
1068,5052,4794000,6212,4794000
1068,5052,4795000,6212,4795000
1068,5052,4796000,6212,4796000
1068,5052,4797000,6212,4797000
1068,5052,4798000,6212,4798000
1068,5052,4798220,6212,4798220
1069,5060,4799220,6212,4799220
1069,5060,4799220,6212,4799220
1069,5060,4801220,6212,4801220
1069,5060,4802220,6212,4802220
1069,5060,4803030,6212,4803030
1069,5060,4803030,6212,4803030
1069,5060,4804030,6212,4804030
1069,5060,4804840,6212,4804840
1069,5060,4805650,6212,4805650
1070,5068,4809650,6212,4809650
1070,5068,4811650,6212,4811650
1070,5068,4812650,6212,4812650
1070,5068,4813300,6212,4813300
1070,5068,4813460,6212,4813460
1071,5076,4814460,6212,4814460
1071,5076,4814930,6212,4814930
1071,5076,4815740,6212,4815740
1071,5076,4816060,6212,4816060
1071,5076,4816650,6212,4816650
1071,5076,4817650,6212,4817650
1071,5076,4818240,6212,4818240
1071,5076,4818710,6212,4818710
1071,5076,4818710,6212,4818710
1071,5076,4818710,6212,4818710
1071,5076,4819710,6212,4819710
1071,5076,4820710,6212,4820710
1071,5076,4821030,6212,4821030
1071,5076,4821350,6212,4821350
1071,5076,4822350,6212,4822350
1072,5084,4822820,6212,4822820
1072,5084,4823040,6212,4823040
1072,5084,4823850,6212,4823850
1072,5084,4824320,6212,4824320
1072,5084,4825320,6212,4825320
1072,5084,4826320,6212,4826320
1072,5084,4827320,6212,4827320
1072,5084,4827320,6212,4827320
1072,5084,4828320,6212,4828320
1073,5092,4836320,6212,4836320
1073,5092,4837130,6212,4837130
1073,5092,4838130,6212,4838130
1074,5100,4846130,6212,4846130
1075,5108,4846600,6212,4846600
1075,5108,4847070,6212,4847070
1075,5108,4847530,6212,4847530
1075,5108,4848530,6212,4848530
1075,5108,4849530,6212,4849530
1075,5108,4850530,6212,4850530
1075,5108,4851000,6212,4851000
1075,5108,4852000,6212,4852000
1075,5108,4853000,6212,4853000
1075,5108,4853810,6212,4853810
1076,5116,4855810,6212,4855810
1076,5116,4856270,6212,4856270
1076,5116,4857270,6212,4857270
1076,5116,4858270,6212,4858270
1076,5116,4858740,6212,4858740
1076,5116,4859740,6212,4859740
1076,5116,4859740,6212,4859740
1076,5116,4860740,6212,4860740
1076,5116,4861740,6212,4861740
1076,5116,4861900,6212,4861900
1077,5124,4862900,6212,4862900
1077,5124,4863900,6212,4863900
1077,5124,4863900,6212,4863900
1077,5124,4864900,6212,4864900
1077,5124,4864900,6212,4864900
1077,5124,4865900,6212,4865900
1077,5124,4866550,6212,4866550
1077,5124,4866920,6212,4866920
1077,5124,4867920,6212,4867920
1077,5124,4868920,6212,4868920
1077,5124,4869920,6212,4869920
1078,5132,4870920,6212,4870920
1078,5132,4871920,6212,4871920
1078,5132,4872920,6212,4872920
1078,5132,4874920,6212,4874920
1078,5132,4875920,6212,4875920
1078,5132,4876570,6212,4876570
1078,5132,4877570,6212,4877570
1078,5132,4877570,6212,4877570
1079,5140,4878040,6212,4878040
1079,5140,4879040,6212,4879040
1079,5140,4880040,6212,4880040
1079,5140,4882040,6212,4882040
1079,5140,4883040,6212,4883040
1079,5140,4883510,6212,4883510
1080,5148,4884510,6212,4884510
1080,5148,4885510,6212,4885510
1080,5148,4886510,6212,4886510
1080,5148,4886740,6212,4886740
1080,5148,4887740,6212,4887740
1080,5148,4887740,6212,4887740
1080,5148,4888550,6212,4888550
1080,5148,4889550,6212,4889550
1080,5148,4890550,6212,4890550
1081,5156,4898550,6212,4898550
1081,5156,4898550,6212,4898550
1081,5156,4898550,6212,4898550
1081,5156,4899360,6212,4899360
1081,5156,4899360,6212,4899360
1081,5156,4900360,6212,4900360
1081,5156,4900360,6212,4900360
1082,5164,4908360,6212,4908360
1083,5172,4908830,6212,4908830
1083,5172,4908830,6212,4908830
1083,5172,4909830,6212,4909830
1083,5172,4910640,6212,4910640
1083,5172,4911110,6212,4911110
1083,5172,4911920,6212,4911920
1083,5172,4912920,6212,4912920
1083,5172,4913920,6212,4913920
1083,5172,4914390,6212,4914390
1083,5172,4915390,6212,4915390
1084,5180,4916390,6212,4916390
1084,5180,4916860,6212,4916860
1084,5180,4916860,6212,4916860
1084,5180,4917860,6212,4917860
1084,5180,4918510,6212,4918510
1084,5180,4922510,6212,4922510
1085,5188,4923510,6212,4923510
1085,5188,4923970,6212,4923970
1085,5188,4923970,6212,4923970
1085,5188,4924780,6212,4924780
1086,5196,4932780,6212,4932780
1086,5196,4933250,6212,4933250
1086,5196,4937250,6212,4937250
1086,5196,4938250,6212,4938250
1086,5196,4938580,6212,4938580
1086,5196,4939390,6212,4939390
1087,5204,4939940,6212,4939940
1087,5204,4939940,6212,4939940
1087,5204,4940170,6212,4940170
1087,5204,4940170,6212,4940170
1087,5204,4941170,6212,4941170
1087,5204,4941170,6212,4941170
1087,5204,4941820,6212,4941820
1087,5204,4942050,6212,4942050
1087,5204,4946050,6212,4946050
1087,5204,4947050,6212,4947050
1088,5212,4948050,6212,4948050
1088,5212,4948050,6212,4948050
1088,5212,4949050,6212,4949050
1088,5212,4949860,6212,4949860
1088,5212,4949860,6212,4949860
1088,5212,4950330,6212,4950330
1088,5212,4951140,6212,4951140
1088,5212,4951370,6212,4951370
1088,5212,4951530,6212,4951530
1088,5212,4952530,6212,4952530
1088,5212,4953340,6212,4953340
1088,5212,4954150,6212,4954150
1089,5220,4962150,6212,4962150
1090,5228,4970150,6212,4970150
1091,5236,4971150,6212,4971150
1091,5236,4972150,6212,4972150
1091,5236,4972620,6212,4972620
1091,5236,4976620,6212,4976620
1091,5236,4977080,6212,4977080
1091,5236,4978080,6212,4978080
1092,5244,4979080,6212,4979080
1092,5244,4981080,6212,4981080
1092,5244,4981400,6212,4981400
1092,5244,4982400,6212,4982400
1092,5244,4986400,6212,4986400
1093,5252,4986870,6212,4986870
1093,5252,4986870,6212,4986870
1093,5252,4986870,6212,4986870
1093,5252,4987190,6212,4987190
1093,5252,4988000,6212,4988000
1093,5252,4989000,6212,4989000
1093,5252,4990000,6212,4990000
1093,5252,4991000,6212,4991000
1093,5252,4991000,6212,4991000
1093,5252,4991320,6212,4991320
1093,5252,4991780,6212,4991780
1093,5252,4992590,6212,4992590
1093,5252,4993400,6212,4993400
1094,5260,4994400,6212,4994400
1094,5260,4994400,6212,4994400
1094,5260,4995400,6212,4995400
1094,5260,4996050,6212,4996050
1094,5260,4997050,6212,4997050
1094,5260,4998050,6212,4998050
1094,5260,4999050,6212,4999050
1094,5260,5000050,6212,5000050
1094,5260,5000520,6212,5000520
1095,5268,5001330,6212,5001330
1095,5268,5002330,6212,5002330
1095,5268,5002330,6212,5002330
1095,5268,5002560,6212,5002560
1095,5268,5003030,6212,5003030
1095,5268,5004030,6212,5004030
1095,5268,5004840,6212,5004840
1095,5268,5005650,6212,5005650
1095,5268,5006460,6212,5006460
1095,5268,5007460,6212,5007460
1096,5276,5007930,6212,5007930
1096,5276,5007930,6212,5007930
1096,5276,5008930,6212,5008930
1096,5276,5012930,6212,5012930
1096,5276,5012930,6212,5012930
1096,5276,5012930,6212,5012930
1097,5284,5020930,6212,5020930
1097,5284,5021930,6212,5021930
